disclosure_id,politician_name,chamber,ticker,transaction_type,transaction_date,disclosure_date,reporting_lag_days,amount_range,signal_confidence,horizon_days,stock_return,spy_return,alpha
42,Steve Cohen,House,L,BUY,2026-03-05,2026-03-05,28,"$1,001 - $15,000",50.8,90,-0.0498,0.1101,-0.1599
72,Lloyd Doggett,House,PG,BUY,2026-03-05,2026-03-05,10,"$1,001 - $15,000",50.8,30,-0.0706,-0.0348,-0.0358
72,Lloyd Doggett,House,PG,BUY,2026-03-05,2026-03-05,10,"$1,001 - $15,000",50.8,90,-0.0828,0.1101,-0.1928
196,Lisa McClain,House,BBAI,BUY,2026-03-04,2026-03-04,5,"$1,001 - $15,000",50.8,30,-0.0653,-0.0402,-0.0251
196,Lisa McClain,House,BBAI,BUY,2026-03-04,2026-03-04,5,"$1,001 - $15,000",50.8,90,0.3342,0.1117,0.2225
105,Virginia Foxx,House,ARLP,BUY,2026-03-02,2026-03-02,20,"$1,001 - $15,000",50.8,90,-0.0568,0.1051,-0.1619
105,Virginia Foxx,House,ARLP,BUY,2026-03-02,2026-03-02,20,"$1,001 - $15,000",50.8,30,0.0219,-0.0428,0.0646
17,Donald Sternoff Beyer,House,L,BUY,2026-03-01,2026-03-01,7,"$1,001 - $15,000",50.8,30,-0.0495,-0.0428,-0.0067
17,Donald Sternoff Beyer,House,L,BUY,2026-03-01,2026-03-01,7,"$1,001 - $15,000",50.8,90,-0.0765,0.1051,-0.1816
112,Josh Gottheimer,House,ICE,BUY,2026-02-26,2026-02-26,37,"$1,001 - $15,000",50.8,30,-0.0597,-0.0776,0.0179
112,Josh Gottheimer,House,ICE,BUY,2026-02-26,2026-02-26,37,"$1,001 - $15,000",50.8,90,-0.0779,0.0917,-0.1696
91,Cleo Fields,House,AMD,BUY,2026-02-24,2026-02-24,12,"$1,001 - $15,000",50.8,90,1.1863,0.0878,1.0985
91,Cleo Fields,House,AMD,BUY,2026-02-24,2026-02-24,12,"$1,001 - $15,000",50.8,30,-0.0471,-0.0589,0.0118
66,Debbie Dingell,House,BDX,BUY,2026-02-23,2026-02-23,14,"$1,001 - $15,000",50.8,90,-0.194,0.0957,-0.2897
66,Debbie Dingell,House,BDX,BUY,2026-02-23,2026-02-23,14,"$1,001 - $15,000",50.8,30,-0.1359,-0.0348,-0.1011
108,Scott Scott Franklin,House,HSY,BUY,2026-02-23,2026-02-23,6,"$1,001 - $15,000",50.8,30,-0.0401,-0.0348,-0.0053
137,Jonathan Jackson,House,GEV,BUY,2026-02-23,2026-02-23,9,"$1,001 - $15,000",50.8,30,0.1113,-0.0348,0.1461
108,Scott Scott Franklin,House,HSY,BUY,2026-02-23,2026-02-23,6,"$1,001 - $15,000",50.8,90,-0.1318,0.0957,-0.2275
137,Jonathan Jackson,House,GEV,BUY,2026-02-23,2026-02-23,9,"$1,001 - $15,000",50.8,90,0.2497,0.0957,0.154
25,Rob Bresnahan,House,L,BUY,2026-02-22,2026-02-22,19,"$1,001 - $15,000",50.8,90,0.002,0.0957,-0.0936
25,Rob Bresnahan,House,L,BUY,2026-02-22,2026-02-22,19,"$1,001 - $15,000",50.8,30,-0.0207,-0.0348,0.0142
218,Tim Moore,House,HOG,BUY,2026-02-20,2026-02-20,30,"$1,001 - $15,000",50.8,90,0.1658,0.0802,0.0856
289,David J. Taylor,House,MSFT,BUY,2026-02-20,2026-02-20,6,"$1,001 - $15,000",50.8,30,-0.0387,-0.0567,0.018
218,Tim Moore,House,HOG,BUY,2026-02-20,2026-02-20,30,"$1,001 - $15,000",50.8,30,-0.1166,-0.0567,-0.0599
289,David J. Taylor,House,MSFT,BUY,2026-02-20,2026-02-20,6,"$1,001 - $15,000",50.8,90,0.0573,0.0802,-0.0229
150,Thomas H. Kean,House,ABT,BUY,2026-02-19,2026-02-19,24,"$1,001 - $15,000",50.8,90,-0.2073,0.0859,-0.2932
9,Jake Auchincloss,House,STT,BUY,2026-02-19,2026-02-19,13,"$1,001 - $15,000",50.8,30,-0.0461,-0.0499,0.0037
150,Thomas H. Kean,House,ABT,BUY,2026-02-19,2026-02-19,24,"$1,001 - $15,000",50.8,30,-0.06,-0.0499,-0.0101
9,Jake Auchincloss,House,STT,BUY,2026-02-19,2026-02-19,13,"$1,001 - $15,000",50.8,90,0.2129,0.0859,0.127
206,Daniel Meuser,House,NVDA,BUY,2026-02-17,2026-02-17,27,"$1,001 - $15,000",50.8,90,0.202,0.0847,0.1173
3,Richard W. Allen,House,L,BUY,2026-02-17,2026-02-17,9,"$1,001 - $15,000",50.8,30,-0.0433,-0.0338,-0.0095
3,Richard W. Allen,House,L,BUY,2026-02-17,2026-02-17,9,"$1,001 - $15,000",50.8,90,-0.0219,0.0847,-0.1066
206,Daniel Meuser,House,NVDA,BUY,2026-02-17,2026-02-17,27,"$1,001 - $15,000",50.8,30,-0.0346,-0.0338,-0.0008
118,Michael Patrick Guest,House,CHRD,BUY,2026-02-17,2026-02-17,9,"$1,001 - $15,000",50.8,90,0.52,0.0847,0.4353
21,Sheri Biggs,House,L,BUY,2026-02-17,2026-02-17,20,"$1,001 - $15,000",50.8,90,-0.0219,0.0847,-0.1066
21,Sheri Biggs,House,L,BUY,2026-02-17,2026-02-17,20,"$1,001 - $15,000",50.8,30,-0.0433,-0.0338,-0.0095
118,Michael Patrick Guest,House,CHRD,BUY,2026-02-17,2026-02-17,9,"$1,001 - $15,000",50.8,30,0.3261,-0.0338,0.3598
32,Gilbert Cisneros,House,COLB,BUY,2026-02-13,2026-02-13,8,"$1,001 - $15,000",50.8,30,-0.1568,-0.0285,-0.1283
32,Gilbert Cisneros,House,COLB,BUY,2026-02-13,2026-02-13,8,"$1,001 - $15,000",50.8,90,-0.0639,0.1004,-0.1644
226,Kelly Louise Morrison,House,AMI,BUY,2026-02-12,2026-02-12,3,"$1,001 - $15,000",50.8,0,,,
79,Byron Donalds,House,TTD,BUY,2026-02-12,2026-02-12,12,"$1,001 - $15,000",50.8,30,0.0459,-0.0279,0.0738
79,Byron Donalds,House,TTD,BUY,2026-02-12,2026-02-12,12,"$1,001 - $15,000",50.8,90,-0.2161,0.0926,-0.3087
252,August Lee Pfluger,House,SIRI,BUY,2026-02-11,2026-02-11,11,"$1,001 - $15,000",50.8,30,0.0041,-0.0429,0.047
252,August Lee Pfluger,House,SIRI,BUY,2026-02-11,2026-02-11,11,"$1,001 - $15,000",50.8,90,0.2065,0.0697,0.1368
201,John McGuire,House,MSFT,BUY,2026-02-10,2026-02-10,6,"$1,001 - $15,000",50.8,90,0.0008,0.0711,-0.0703
201,John McGuire,House,MSFT,BUY,2026-02-10,2026-02-10,6,"$1,001 - $15,000",50.8,30,-0.0254,-0.0377,0.0123
41,Steve Cohen,House,SONY,BUY,2026-02-09,2026-02-09,20,"$1,001 - $15,000",50.8,30,-0.0376,-0.0254,-0.0122
41,Steve Cohen,House,SONY,BUY,2026-02-09,2026-02-09,20,"$1,001 - $15,000",50.8,90,-0.0976,0.0658,-0.1635
104,Virginia Foxx,House,HTGC,BUY,2026-02-06,2026-02-06,14,"$1,001 - $15,000",50.8,90,0.0291,0.0622,-0.0331
104,Virginia Foxx,House,HTGC,BUY,2026-02-06,2026-02-06,14,"$1,001 - $15,000",50.8,30,-0.0676,-0.0264,-0.0412
20,Sheri Biggs,House,CS,BUY,2026-02-05,2026-02-05,4,"$1,001 - $15,000",50.8,0,,,
90,Cleo Fields,House,GOOG,BUY,2026-02-03,2026-02-03,2,"$1,001 - $15,000",50.8,90,0.1151,0.0441,0.0709
90,Cleo Fields,House,GOOG,BUY,2026-02-03,2026-02-03,2,"$1,001 - $15,000",50.8,30,-0.1168,-0.0119,-0.1049
288,David J. Taylor,House,AAPL,BUY,2026-02-02,2026-02-02,3,"$1,001 - $15,000",50.8,90,0.0385,0.0391,-0.0006
52,April McClain Delaney,House,TRMB,BUY,2026-02-02,2026-02-02,7,"$1,001 - $15,000",50.8,30,0.0301,-0.0148,0.0448
52,April McClain Delaney,House,TRMB,BUY,2026-02-02,2026-02-02,7,"$1,001 - $15,000",50.8,90,0.008,0.0391,-0.0312
287,David J. Taylor,House,ETN,BUY,2026-02-02,2026-02-02,2,"$1,001 - $15,000",50.8,30,-0.0139,-0.0148,0.0009
287,David J. Taylor,House,ETN,BUY,2026-02-02,2026-02-02,2,"$1,001 - $15,000",50.8,90,0.1876,0.0391,0.1485
288,David J. Taylor,House,AAPL,BUY,2026-02-02,2026-02-02,3,"$1,001 - $15,000",50.8,30,-0.0268,-0.0148,-0.012
16,Donald Sternoff Beyer,House,L,BUY,2026-01-31,2026-01-31,12,"$1,001 - $15,000",50.8,90,0.0566,0.0391,0.0174
16,Donald Sternoff Beyer,House,L,BUY,2026-01-31,2026-01-31,12,"$1,001 - $15,000",50.8,30,0.0546,-0.0148,0.0694
40,Steve Cohen,House,NOC,BUY,2026-01-26,2026-01-26,10,"$1,001 - $15,000",50.8,30,0.068,0.0006,0.0674
40,Steve Cohen,House,NOC,BUY,2026-01-26,2026-01-26,10,"$1,001 - $15,000",50.8,90,-0.1271,0.0334,-0.1605
217,Tim Moore,House,T,BUY,2026-01-24,2026-01-24,2,"$1,001 - $15,000",50.8,30,0.1885,0.0006,0.1879
217,Tim Moore,House,T,BUY,2026-01-24,2026-01-24,2,"$1,001 - $15,000",50.8,90,0.129,0.0334,0.0955
177,Robert E. Latta,House,FMAO,BUY,2026-01-23,2026-01-23,7,"$1,001 - $15,000",50.8,180,0.2077,0.0902,0.1176
177,Robert E. Latta,House,FMAO,BUY,2026-01-23,2026-01-23,7,"$1,001 - $15,000",50.8,30,0.0842,0.0003,0.0839
177,Robert E. Latta,House,FMAO,BUY,2026-01-23,2026-01-23,7,"$1,001 - $15,000",50.8,90,0.0428,0.0307,0.0121
133,James French Hill,House,SOLV,BUY,2026-01-23,2026-01-23,18,"$1,001 - $15,000",50.8,30,-0.0757,0.0003,-0.0759
133,James French Hill,House,SOLV,BUY,2026-01-23,2026-01-23,18,"$1,001 - $15,000",50.8,90,-0.1261,0.0307,-0.1568
242,Nancy Pelosi,House,AB,BUY,2026-01-23,2026-01-23,14,"$1,001 - $15,000",50.8,90,0.0196,0.0307,-0.0111
242,Nancy Pelosi,House,AB,BUY,2026-01-23,2026-01-23,14,"$1,001 - $15,000",50.8,180,0.0024,0.0902,-0.0878
133,James French Hill,House,SOLV,BUY,2026-01-23,2026-01-23,18,"$1,001 - $15,000",50.8,180,-0.0161,0.0902,-0.1063
242,Nancy Pelosi,House,AB,BUY,2026-01-23,2026-01-23,14,"$1,001 - $15,000",50.8,30,0.0427,0.0003,0.0424
126,Kevin Hern,House,UNH,BUY,2026-01-22,2026-01-22,6,"$1,001 - $15,000",50.8,30,-0.1819,0.0007,-0.1825
126,Kevin Hern,House,UNH,BUY,2026-01-22,2026-01-22,6,"$1,001 - $15,000",50.8,180,0.2476,0.0918,0.1558
126,Kevin Hern,House,UNH,BUY,2026-01-22,2026-01-22,6,"$1,001 - $15,000",50.8,90,0.0051,0.0351,-0.03
286,David J. Taylor,House,MSFT,BUY,2026-01-21,2026-01-21,13,"$1,001 - $15,000",50.8,30,-0.1035,0.0059,-0.1094
286,David J. Taylor,House,MSFT,BUY,2026-01-21,2026-01-21,13,"$1,001 - $15,000",50.8,180,-0.0901,0.0885,-0.1786
286,David J. Taylor,House,MSFT,BUY,2026-01-21,2026-01-21,13,"$1,001 - $15,000",50.8,90,-0.0427,0.0301,-0.0728
224,Kelly Louise Morrison,House,ASHGY,BUY,2026-01-20,2026-01-20,32,"$1,001 - $15,000",50.8,0,,,
48,Michael A. Collins,House,R,BUY,2026-01-20,2026-01-20,9,"$1,001 - $15,000",50.8,30,0.1716,0.0102,0.1615
48,Michael A. Collins,House,R,BUY,2026-01-20,2026-01-20,9,"$1,001 - $15,000",50.8,90,0.229,0.0488,0.1802
48,Michael A. Collins,House,R,BUY,2026-01-20,2026-01-20,9,"$1,001 - $15,000",50.8,180,0.4578,0.1028,0.355
251,August Lee Pfluger,House,LLYVK,BUY,2026-01-20,2026-01-20,7,"$1,001 - $15,000",50.8,180,0.2473,0.1028,0.1445
251,August Lee Pfluger,House,LLYVK,BUY,2026-01-20,2026-01-20,7,"$1,001 - $15,000",50.8,30,0.1705,0.0102,0.1603
251,August Lee Pfluger,House,LLYVK,BUY,2026-01-20,2026-01-20,7,"$1,001 - $15,000",50.8,90,0.1629,0.0488,0.1141
89,Cleo Fields,House,FIG,BUY,2026-01-16,2026-01-16,7,"$1,001 - $15,000",50.8,90,-0.3128,0.0172,-0.33
89,Cleo Fields,House,FIG,BUY,2026-01-16,2026-01-16,7,"$1,001 - $15,000",50.8,30,-0.2381,-0.0143,-0.2238
236,Jared Moskowitz,House,ATO,BUY,2026-01-16,2026-01-16,17,"$1,001 - $15,000",50.8,30,0.0515,-0.0143,0.0658
149,Thomas H. Kean,House,LLYVK,BUY,2026-01-16,2026-01-16,24,"$1,001 - $15,000",50.8,30,0.1096,-0.0143,0.124
149,Thomas H. Kean,House,LLYVK,BUY,2026-01-16,2026-01-16,24,"$1,001 - $15,000",50.8,90,0.1562,0.0172,0.139
149,Thomas H. Kean,House,LLYVK,BUY,2026-01-16,2026-01-16,24,"$1,001 - $15,000",50.8,180,0.2074,0.0971,0.1103
236,Jared Moskowitz,House,ATO,BUY,2026-01-16,2026-01-16,17,"$1,001 - $15,000",50.8,180,0.038,0.0971,-0.0591
236,Jared Moskowitz,House,ATO,BUY,2026-01-16,2026-01-16,17,"$1,001 - $15,000",50.8,90,0.1088,0.0172,0.0916
89,Cleo Fields,House,FIG,BUY,2026-01-16,2026-01-16,7,"$1,001 - $15,000",50.8,180,-0.2053,0.0971,-0.3024
240,Dan Newhouse,House,NXPI,BUY,2026-01-15,2026-01-15,21,"$1,001 - $15,000",50.8,180,0.2,0.0919,0.1081
146,Julie Johnson,House,UNH,BUY,2026-01-15,2026-01-15,13,"$1,001 - $15,000",50.8,30,-0.135,-0.0152,-0.1199
146,Julie Johnson,House,UNH,BUY,2026-01-15,2026-01-15,13,"$1,001 - $15,000",50.8,90,-0.0663,0.0139,-0.0802
146,Julie Johnson,House,UNH,BUY,2026-01-15,2026-01-15,13,"$1,001 - $15,000",50.8,180,0.2714,0.0919,0.1795
310,Roger Williams,House,FANG,BUY,2026-01-15,2026-01-15,6,"$1,001 - $15,000",50.8,30,0.1215,-0.0152,0.1366
310,Roger Williams,House,FANG,BUY,2026-01-15,2026-01-15,6,"$1,001 - $15,000",50.8,180,0.2789,0.0919,0.1871
310,Roger Williams,House,FANG,BUY,2026-01-15,2026-01-15,6,"$1,001 - $15,000",50.8,90,0.2398,0.0139,0.2259
2,Richard W. Allen,House,FERG,BUY,2026-01-15,2026-01-15,10,"$1,001 - $15,000",50.8,30,0.046,-0.0152,0.0612
2,Richard W. Allen,House,FERG,BUY,2026-01-15,2026-01-15,10,"$1,001 - $15,000",50.8,180,-0.0536,0.0919,-0.1455
240,Dan Newhouse,House,NXPI,BUY,2026-01-15,2026-01-15,21,"$1,001 - $15,000",50.8,90,-0.1179,0.0139,-0.1318
240,Dan Newhouse,House,NXPI,BUY,2026-01-15,2026-01-15,21,"$1,001 - $15,000",50.8,30,0.0244,-0.0152,0.0396
2,Richard W. Allen,House,FERG,BUY,2026-01-15,2026-01-15,10,"$1,001 - $15,000",50.8,90,0.033,0.0139,0.0192
111,Josh Gottheimer,House,LNG,BUY,2026-01-14,2026-01-14,6,"$1,001 - $15,000",50.8,90,0.3037,0.0087,0.295
111,Josh Gottheimer,House,LNG,BUY,2026-01-14,2026-01-14,6,"$1,001 - $15,000",50.8,30,0.1084,-0.0125,0.1209
174,Rick Larsen,House,VRSK,BUY,2026-01-14,2026-01-14,9,"$1,001 - $15,000",50.8,30,-0.1916,-0.0125,-0.1791
39,Steve Cohen,House,L,BUY,2026-01-14,2026-01-14,7,"$1,001 - $15,000",50.8,180,0.1258,0.091,0.0349
174,Rick Larsen,House,VRSK,BUY,2026-01-14,2026-01-14,9,"$1,001 - $15,000",50.8,180,-0.1312,0.091,-0.2222
19,Sheri Biggs,House,CS,BUY,2026-01-14,2026-01-14,11,"$1,001 - $15,000",50.8,0,,,
111,Josh Gottheimer,House,LNG,BUY,2026-01-14,2026-01-14,6,"$1,001 - $15,000",50.8,180,0.3248,0.091,0.2339
39,Steve Cohen,House,L,BUY,2026-01-14,2026-01-14,7,"$1,001 - $15,000",50.8,90,0.0651,0.0087,0.0564
39,Steve Cohen,House,L,BUY,2026-01-14,2026-01-14,7,"$1,001 - $15,000",50.8,30,0.05,-0.0125,0.0625
148,James D Jordan,House,CBSI,BUY,2026-01-14,2026-01-14,4,"$1,001 - $15,000",50.8,0,,,
174,Rick Larsen,House,VRSK,BUY,2026-01-14,2026-01-14,9,"$1,001 - $15,000",50.8,90,-0.2369,0.0087,-0.2456
183,Julia Letlow,House,MMM,BUY,2026-01-13,2026-01-13,1,"$1,001 - $15,000",50.8,30,0.0306,-0.018,0.0487
183,Julia Letlow,House,MMM,BUY,2026-01-13,2026-01-13,1,"$1,001 - $15,000",50.8,90,-0.0941,-0.0084,-0.0858
183,Julia Letlow,House,MMM,BUY,2026-01-13,2026-01-13,1,"$1,001 - $15,000",50.8,180,-0.0612,0.094,-0.1552
65,Debbie Dingell,House,VSNT,BUY,2026-01-12,2026-01-12,8,"$1,001 - $15,000",50.8,30,-0.1625,-0.0046,-0.1579
31,Gilbert Cisneros,House,AVGO,BUY,2026-01-12,2026-01-12,14,"$1,001 - $15,000",50.8,180,0.1398,0.0918,0.048
31,Gilbert Cisneros,House,AVGO,BUY,2026-01-12,2026-01-12,14,"$1,001 - $15,000",50.8,30,-0.0268,-0.0046,-0.0222
65,Debbie Dingell,House,VSNT,BUY,2026-01-12,2026-01-12,8,"$1,001 - $15,000",50.8,90,0.1842,-0.0199,0.2041
65,Debbie Dingell,House,VSNT,BUY,2026-01-12,2026-01-12,8,"$1,001 - $15,000",50.8,180,0.0654,0.0918,-0.0264
31,Gilbert Cisneros,House,AVGO,BUY,2026-01-12,2026-01-12,14,"$1,001 - $15,000",50.8,90,0.0571,-0.0199,0.077
270,Linda T. Sanchez,House,CSCO,BUY,2026-01-09,2026-01-09,25,"$1,001 - $15,000",50.8,180,0.5547,0.0797,0.4751
270,Linda T. Sanchez,House,CSCO,BUY,2026-01-09,2026-01-09,25,"$1,001 - $15,000",50.8,90,0.1318,-0.0177,0.1496
270,Linda T. Sanchez,House,CSCO,BUY,2026-01-09,2026-01-09,25,"$1,001 - $15,000",50.8,30,0.1481,-0.005,0.153
136,Jonathan Jackson,House,SHOP,BUY,2026-01-08,2026-01-08,16,"$1,001 - $15,000",50.8,90,-0.2863,-0.0169,-0.2694
136,Jonathan Jackson,House,SHOP,BUY,2026-01-08,2026-01-08,16,"$1,001 - $15,000",50.8,180,-0.2757,0.0902,-0.3659
136,Jonathan Jackson,House,SHOP,BUY,2026-01-08,2026-01-08,16,"$1,001 - $15,000",50.8,30,-0.3341,0.0016,-0.3358
77,Byron Donalds,House,FIX,BUY,2026-01-07,2026-01-07,11,"$1,001 - $15,000",50.8,30,0.1885,0.0015,0.187
262,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,20,"$1,001 - $15,000",50.8,90,-0.0794,-0.0414,-0.038
216,Tim Moore,House,CBRL,BUY,2026-01-07,2026-01-07,33,"$1,001 - $15,000",50.8,90,0.0101,-0.0414,0.0515
216,Tim Moore,House,CBRL,BUY,2026-01-07,2026-01-07,33,"$1,001 - $15,000",50.8,30,0.2016,0.0015,0.2001
262,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,20,"$1,001 - $15,000",50.8,180,0.0281,0.0953,-0.0671
77,Byron Donalds,House,FIX,BUY,2026-01-07,2026-01-07,11,"$1,001 - $15,000",50.8,180,0.7338,0.0953,0.6385
261,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,9,"$1,001 - $15,000",50.8,90,-0.0794,-0.0414,-0.038
261,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,9,"$1,001 - $15,000",50.8,180,0.0281,0.0953,-0.0671
77,Byron Donalds,House,FIX,BUY,2026-01-07,2026-01-07,11,"$1,001 - $15,000",50.8,90,0.3773,-0.0414,0.4187
261,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,9,"$1,001 - $15,000",50.8,30,0.0654,0.0015,0.0639
262,David Rouzer,House,BA,BUY,2026-01-07,2026-01-07,20,"$1,001 - $15,000",50.8,30,0.0654,0.0015,0.0639
216,Tim Moore,House,CBRL,BUY,2026-01-07,2026-01-07,33,"$1,001 - $15,000",50.8,180,0.8125,0.0953,0.7172
51,April McClain Delaney,House,CDW,BUY,2026-01-05,2026-01-05,5,"$1,001 - $15,000",50.8,90,-0.0822,-0.0438,-0.0384
51,April McClain Delaney,House,CDW,BUY,2026-01-05,2026-01-05,5,"$1,001 - $15,000",50.8,180,0.0092,0.0887,-0.0795
103,Virginia Foxx,House,EFC,BUY,2026-01-05,2026-01-05,13,"$1,001 - $15,000",50.8,90,-0.0772,-0.0438,-0.0334
103,Virginia Foxx,House,EFC,BUY,2026-01-05,2026-01-05,13,"$1,001 - $15,000",50.8,180,0.0629,0.0887,-0.0258
103,Virginia Foxx,House,EFC,BUY,2026-01-05,2026-01-05,13,"$1,001 - $15,000",50.8,30,-0.036,-0.0022,-0.0338
51,April McClain Delaney,House,CDW,BUY,2026-01-05,2026-01-05,5,"$1,001 - $15,000",50.8,30,0.0335,-0.0022,0.0357
71,Lloyd Doggett,House,HD,BUY,2026-01-02,2026-01-02,8,"$1,001 - $15,000",50.8,180,0.029,0.0974,-0.0685
15,Donald Sternoff Beyer,House,L,BUY,2026-01-02,2026-01-02,7,"$1,001 - $15,000",50.8,180,0.0916,0.0974,-0.0058
71,Lloyd Doggett,House,HD,BUY,2026-01-02,2026-01-02,8,"$1,001 - $15,000",50.8,90,-0.0637,-0.0374,-0.0263
15,Donald Sternoff Beyer,House,L,BUY,2026-01-02,2026-01-02,7,"$1,001 - $15,000",50.8,90,0.0295,-0.0374,0.0669
15,Donald Sternoff Beyer,House,L,BUY,2026-01-02,2026-01-02,7,"$1,001 - $15,000",50.8,30,0.0087,0.0129,-0.0042
71,Lloyd Doggett,House,HD,BUY,2026-01-02,2026-01-02,8,"$1,001 - $15,000",50.8,30,0.0832,0.0129,0.0703
275,Jefferson Shreve,House,RILA,BUY,2026-01-01,2026-01-01,22,"$1,001 - $15,000",50.8,90,-0.0853,-0.0374,-0.048
275,Jefferson Shreve,House,RILA,BUY,2026-01-01,2026-01-01,22,"$1,001 - $15,000",50.8,180,0.0584,0.0974,-0.039
275,Jefferson Shreve,House,RILA,BUY,2026-01-01,2026-01-01,22,"$1,001 - $15,000",50.8,30,-0.0166,0.0129,-0.0295
771,Jefferson Shreve,House,RILA,BUY,2025-12-31,2025-12-31,13,"$1,001 - $15,000",50.8,90,-0.1007,-0.0437,-0.057
771,Jefferson Shreve,House,RILA,BUY,2025-12-31,2025-12-31,13,"$1,001 - $15,000",50.8,30,-0.0226,0.0147,-0.0373
771,Jefferson Shreve,House,RILA,BUY,2025-12-31,2025-12-31,13,"$1,001 - $15,000",50.8,180,0.0362,0.0924,-0.0562
770,Jefferson Shreve,House,RILA,BUY,2025-12-30,2025-12-30,7,"$1,001 - $15,000",50.8,180,0.0082,0.0667,-0.0585
770,Jefferson Shreve,House,RILA,BUY,2025-12-30,2025-12-30,7,"$1,001 - $15,000",50.8,30,-0.0153,0.0102,-0.0255
770,Jefferson Shreve,House,RILA,BUY,2025-12-30,2025-12-30,7,"$1,001 - $15,000",50.8,90,-0.1355,-0.0776,-0.0579
504,Josh Gottheimer,House,FIS,BUY,2025-12-29,2025-12-29,31,"$1,001 - $15,000",50.8,90,-0.2988,-0.0756,-0.2232
504,Josh Gottheimer,House,FIS,BUY,2025-12-29,2025-12-29,31,"$1,001 - $15,000",50.8,180,-0.4167,0.0654,-0.4821
504,Josh Gottheimer,House,FIS,BUY,2025-12-29,2025-12-29,31,"$1,001 - $15,000",50.8,30,-0.1669,0.011,-0.1779
363,Ed Case,House,PG,BUY,2025-12-24,2025-12-24,19,"$1,001 - $15,000",50.8,30,0.0466,-0.0017,0.0482
363,Ed Case,House,PG,BUY,2025-12-24,2025-12-24,19,"$1,001 - $15,000",50.8,90,-0.0022,-0.0513,0.0491
363,Ed Case,House,PG,BUY,2025-12-24,2025-12-24,19,"$1,001 - $15,000",50.8,180,0.0371,0.084,-0.0469
449,Dwight Evans,House,CVS,BUY,2025-12-19,2025-12-19,6,"$1,001 - $15,000",50.8,30,0.0113,0.0163,-0.0049
796,David J. Taylor,House,HD,BUY,2025-12-19,2025-12-19,44,"$1,001 - $15,000",50.8,90,-0.0423,-0.0305,-0.0118
682,Tim Moore,House,CBRL,BUY,2025-12-19,2025-12-19,29,"$1,001 - $15,000",50.8,180,0.6999,0.0917,0.6083
796,David J. Taylor,House,HD,BUY,2025-12-19,2025-12-19,44,"$1,001 - $15,000",50.8,180,-0.0373,0.0917,-0.1289
449,Dwight Evans,House,CVS,BUY,2025-12-19,2025-12-19,6,"$1,001 - $15,000",50.8,180,0.2977,0.0917,0.206
449,Dwight Evans,House,CVS,BUY,2025-12-19,2025-12-19,6,"$1,001 - $15,000",50.8,90,-0.0678,-0.0305,-0.0372
583,Thomas H. Kean,House,TXN,BUY,2025-12-19,2025-12-19,7,"$1,001 - $15,000",50.8,180,0.7323,0.0917,0.6407
796,David J. Taylor,House,HD,BUY,2025-12-19,2025-12-19,44,"$1,001 - $15,000",50.8,30,0.1019,0.0163,0.0857
583,Thomas H. Kean,House,TXN,BUY,2025-12-19,2025-12-19,7,"$1,001 - $15,000",50.8,30,0.0867,0.0163,0.0705
583,Thomas H. Kean,House,TXN,BUY,2025-12-19,2025-12-19,7,"$1,001 - $15,000",50.8,90,0.075,-0.0305,0.1056
359,Rob Bresnahan,House,K,BUY,2025-12-19,2025-12-19,9,"$1,001 - $15,000",50.8,0,,,
682,Tim Moore,House,CBRL,BUY,2025-12-19,2025-12-19,29,"$1,001 - $15,000",50.8,30,0.3257,0.0163,0.3094
682,Tim Moore,House,CBRL,BUY,2025-12-19,2025-12-19,29,"$1,001 - $15,000",50.8,90,0.0798,-0.0305,0.1104
459,Cleo Fields,House,MSFT,BUY,2025-12-17,2025-12-17,17,"$1,001 - $15,000",50.8,90,-0.1592,0.002,-0.1612
459,Cleo Fields,House,MSFT,BUY,2025-12-17,2025-12-17,17,"$1,001 - $15,000",50.8,180,-0.1566,0.1307,-0.2873
459,Cleo Fields,House,MSFT,BUY,2025-12-17,2025-12-17,17,"$1,001 - $15,000",50.8,30,-0.0342,0.0332,-0.0674
375,Gilbert Cisneros,House,VCYT,BUY,2025-12-15,2025-12-15,5,"$1,001 - $15,000",50.8,180,0.0873,0.0958,-0.0085
375,Gilbert Cisneros,House,VCYT,BUY,2025-12-15,2025-12-15,5,"$1,001 - $15,000",50.8,30,-0.0248,0.0171,-0.042
375,Gilbert Cisneros,House,VCYT,BUY,2025-12-15,2025-12-15,5,"$1,001 - $15,000",50.8,90,-0.2619,-0.0242,-0.2377
570,Julie Johnson,House,FIS,BUY,2025-12-11,2025-12-11,2,"$1,001 - $15,000",50.8,180,-0.4003,0.0756,-0.4759
570,Julie Johnson,House,FIS,BUY,2025-12-11,2025-12-11,2,"$1,001 - $15,000",50.8,90,-0.2476,-0.0157,-0.2319
570,Julie Johnson,House,FIS,BUY,2025-12-11,2025-12-11,2,"$1,001 - $15,000",50.8,30,-0.0059,0.0101,-0.016
458,Cleo Fields,House,NFLX,BUY,2025-12-10,2025-12-10,7,"$1,001 - $15,000",50.8,30,-0.0351,0.0124,-0.0475
